#     TIME       MAGNITUDE    ERROR      PHASE        MODEL      (O-C)
   1396.647971   10.500462  -1.000000   0.18909702  10.500003   0.000459
   1396.649360   10.499516  -1.000000   0.18915017  10.500003  -0.000487
   1396.650749   10.500400  -1.000000   0.18920332  10.500003   0.000397
   1396.652138   10.498635  -1.000000   0.18925648  10.500003  -0.001368
   1396.653527   10.497716  -1.000000   0.18930963  10.500003  -0.002287
   1396.654916   10.501296  -1.000000   0.18936278  10.500003   0.001292
   1396.656304   10.501024  -1.000000   0.18941593  10.500003   0.001021
   1396.657693   10.499994  -1.000000   0.18946908  10.500003  -0.000009
   1396.659082   10.499401  -1.000000   0.18952223  10.500003  -0.000602
   1396.660471   10.501877  -1.000000   0.18957538  10.500003   0.001874
   1396.661860   10.499340  -1.000000   0.18962853  10.500003  -0.000663
   1396.663249   10.499652  -1.000000   0.18968169  10.500003  -0.000351
   1396.664638   10.500974  -1.000000   0.18973484  10.500003   0.000970
   1396.666027   10.499497  -1.000000   0.18978799  10.500003  -0.000506
   1396.667416   10.498928  -1.000000   0.18984114  10.500003  -0.001075
   1396.668805   10.500836  -1.000000   0.18989429  10.500003   0.000833
   1396.670194   10.499452  -1.000000   0.18994744  10.500003  -0.000551
   1396.671583   10.500149  -1.000000   0.19000059  10.500003   0.000146
   1396.672971   10.500064  -1.000000   0.19005375  10.500003   0.000061
   1396.674360   10.502352  -1.000000   0.19010690  10.500003   0.002348
   1396.675749   10.502083  -1.000000   0.19016005  10.500003   0.002080
   1396.677138   10.502064  -1.000000   0.19021320  10.500003   0.002061
   1396.678527   10.500848  -1.000000   0.19026635  10.500003   0.000845
   1396.679916   10.498800  -1.000000   0.19031950  10.500003  -0.001203
   1396.681305   10.499420  -1.000000   0.19037265  10.500003  -0.000584
   1396.682694   10.500658  -1.000000   0.19042580  10.500003   0.000655
   1396.684083   10.500585  -1.000000   0.19047896  10.500003   0.000581
   1396.685472   10.498983  -1.000000   0.19053211  10.500003  -0.001020
   1396.686861   10.501578  -1.000000   0.19058526  10.500003   0.001574
   1396.688249   10.499315  -1.000000   0.19063841  10.500003  -0.000688
   1396.689638   10.500242  -1.000000   0.19069156  10.500003   0.000239
   1396.691027   10.500275  -1.000000   0.19074471  10.500003   0.000272
   1396.692416   10.499808  -1.000000   0.19079786  10.500003  -0.000195
   1396.693805   10.499452  -1.000000   0.19085101  10.500003  -0.000551
   1396.695194   10.499793  -1.000000   0.19090417  10.500003  -0.000210
   1396.696583   10.500719  -1.000000   0.19095732  10.500003   0.000716
   1396.697972   10.499915  -1.000000   0.19101047  10.500003  -0.000088
   1396.699361   10.498008  -1.000000   0.19106362  10.500003  -0.001995
   1396.700750   10.499194  -1.000000   0.19111677  10.500003  -0.000810
   1396.702139   10.501288  -1.000000   0.19116992  10.500003   0.001284
   1396.703528   10.499269  -1.000000   0.19122307  10.500003  -0.000734
   1396.704916   10.500339  -1.000000   0.19127622  10.500003   0.000335
   1396.706305   10.497178  -1.000000   0.19132938  10.500003  -0.002825
   1396.707694   10.500866  -1.000000   0.19138253  10.500003   0.000863
   1396.709083   10.501660  -1.000000   0.19143568  10.500003   0.001656
   1396.710472   10.500627  -1.000000   0.19148883  10.500003   0.000623
   1396.711861   10.498697  -1.000000   0.19154198  10.500003  -0.001307
   1396.713250   10.500192  -1.000000   0.19159513  10.500003   0.000188
   1396.714639   10.500510  -1.000000   0.19164828  10.500003   0.000507
   1396.716028   10.498698  -1.000000   0.19170143  10.500003  -0.001306
   1396.717417   10.499512  -1.000000   0.19175459  10.500003  -0.000491
   1396.718806   10.498238  -1.000000   0.19180774  10.500003  -0.001765
   1396.720195   10.499394  -1.000000   0.19186089  10.500003  -0.000609
   1396.721583   10.498816  -1.000000   0.19191404  10.500003  -0.001187
   1396.722972   10.501392  -1.000000   0.19196719  10.500003   0.001389
   1396.724361   10.500837  -1.000000   0.19202034  10.500003   0.000834
   1396.725750   10.499292  -1.000000   0.19207349  10.500003  -0.000712
   1396.727139   10.501631  -1.000000   0.19212665  10.500003   0.001628
   1396.728528   10.501845  -1.000000   0.19217980  10.500003   0.001842
   1396.729917   10.500542  -1.000000   0.19223295  10.500003   0.000538
   1396.731306   10.500192  -1.000000   0.19228610  10.500003   0.000188
   1396.732695   10.501510  -1.000000   0.19233925  10.500003   0.001507
   1396.734084   10.499873  -1.000000   0.19239240  10.500003  -0.000130
   1396.735473   10.499151  -1.000000   0.19244555  10.500003  -0.000852
   1396.736861   10.501191  -1.000000   0.19249870  10.500003   0.001187
   1396.738250   10.501600  -1.000000   0.19255186  10.500003   0.001597
   1396.739639   10.501372  -1.000000   0.19260501  10.500003   0.001369
   1396.741028   10.499738  -1.000000   0.19265816  10.500003  -0.000265
   1396.742417   10.499298  -1.000000   0.19271131  10.500003  -0.000706
   1396.743806   10.498300  -1.000000   0.19276446  10.500003  -0.001704
   1396.745195   10.500256  -1.000000   0.19281761  10.500003   0.000253
   1396.746584   10.498924  -1.000000   0.19287076  10.500003  -0.001079
   1396.747973   10.500315  -1.000000   0.19292391  10.500003   0.000312
   1396.749362   10.498771  -1.000000   0.19297707  10.500003  -0.001232
   1396.750751   10.501179  -1.000000   0.19303022  10.500003   0.001176
   1396.753528   10.499076  -1.000000   0.19313652  10.500003  -0.000927
   1396.754917   10.499191  -1.000000   0.19318967  10.500003  -0.000813
   1396.756306   10.500667  -1.000000   0.19324282  10.500003   0.000663
   1396.757695   10.498946  -1.000000   0.19329597  10.500003  -0.001057
   1396.759084   10.500418  -1.000000   0.19334912  10.500003   0.000415
   1396.760473   10.499928  -1.000000   0.19340228  10.500003  -0.000075
   1396.761862   10.501089  -1.000000   0.19345543  10.500003   0.001086
   1396.763251   10.499667  -1.000000   0.19350858  10.500003  -0.000337
   1396.764640   10.501215  -1.000000   0.19356173  10.500003   0.001212
   1396.766029   10.498559  -1.000000   0.19361488  10.500003  -0.001445
   1396.767418   10.500715  -1.000000   0.19366803  10.500003   0.000712
   1396.768807   10.500792  -1.000000   0.19372118  10.500003   0.000789
   1396.770195   10.499125  -1.000000   0.19377433  10.500003  -0.000878
   1396.771584   10.500639  -1.000000   0.19382749  10.500003   0.000636
   1396.772973   10.501151  -1.000000   0.19388064  10.500003   0.001147
   1396.774362   10.500311  -1.000000   0.19393379  10.500003   0.000308
   1396.775751   10.498457  -1.000000   0.19398694  10.500003  -0.001546
   1396.777140   10.499263  -1.000000   0.19404009  10.500003  -0.000741
   1396.778529   10.498284  -1.000000   0.19409324  10.500003  -0.001719
   1396.779918   10.503102  -1.000000   0.19414639  10.500003   0.003098
   1396.781307   10.500282  -1.000000   0.19419955  10.500003   0.000279
   1396.782696   10.498888  -1.000000   0.19425270  10.500003  -0.001115
   1396.784085   10.498471  -1.000000   0.19430585  10.500003  -0.001533
   1396.785474   10.500300  -1.000000   0.19435900  10.500003   0.000297
   1396.786862   10.499982  -1.000000   0.19441215  10.500003  -0.000022
   1396.788251   10.499231  -1.000000   0.19446530  10.500003  -0.000772
   1396.789640   10.499609  -1.000000   0.19451845  10.500003  -0.000395
   1396.791029   10.496869  -1.000000   0.19457160  10.500003  -0.003135
   1396.792418   10.500275  -1.000000   0.19462476  10.500003   0.000272
   1396.793807   10.500917  -1.000000   0.19467791  10.500003   0.000914
   1396.795196   10.498455  -1.000000   0.19473106  10.500003  -0.001548
   1396.796585   10.499354  -1.000000   0.19478421  10.500003  -0.000649
   1396.797974   10.501100  -1.000000   0.19483736  10.500003   0.001096
   1396.799363   10.500706  -1.000000   0.19489051  10.500003   0.000703
   1396.800752   10.501989  -1.000000   0.19494366  10.500003   0.001986
   1396.802141   10.499152  -1.000000   0.19499681  10.500003  -0.000851
   1396.803529   10.500565  -1.000000   0.19504997  10.500003   0.000562
   1396.804918   10.499223  -1.000000   0.19510312  10.500003  -0.000780
   1396.806307   10.498871  -1.000000   0.19515627  10.500003  -0.001132
   1396.807696   10.501287  -1.000000   0.19520942  10.500003   0.001284
   1396.809085   10.502308  -1.000000   0.19526257  10.500003   0.002304
   1396.810474   10.499699  -1.000000   0.19531572  10.500003  -0.000304
   1396.811863   10.499574  -1.000000   0.19536887  10.500003  -0.000429
   1396.813252   10.499649  -1.000000   0.19542203  10.500003  -0.000354
   1396.814641   10.501849  -1.000000   0.19547518  10.500003   0.001846
   1396.816030   10.502083  -1.000000   0.19552833  10.500003   0.002080
   1396.817419   10.499144  -1.000000   0.19558148  10.500003  -0.000859
   1396.818807   10.498284  -1.000000   0.19563463  10.500003  -0.001719
   1396.820196   10.497359  -1.000000   0.19568778  10.500003  -0.002644
   1396.821585   10.499332  -1.000000   0.19574093  10.500003  -0.000671
   1396.822974   10.498283  -1.000000   0.19579408  10.500003  -0.001721
   1396.824363   10.498491  -1.000000   0.19584724  10.500003  -0.001512
   1396.825752   10.500996  -1.000000   0.19590039  10.500003   0.000993
   1396.827141   10.500104  -1.000000   0.19595354  10.500003   0.000100
   1396.828530   10.500719  -1.000000   0.19600669  10.500003   0.000716
   1396.829919   10.500118  -1.000000   0.19605984  10.500003   0.000114
   1396.831308   10.499555  -1.000000   0.19611299  10.500003  -0.000448
   1396.832697   10.502012  -1.000000   0.19616614  10.500003   0.002009
   1396.834086   10.502082  -1.000000   0.19621929  10.500003   0.002078
   1396.835474   10.499166  -1.000000   0.19627245  10.500003  -0.000837
   1396.836863   10.498362  -1.000000   0.19632560  10.500003  -0.001641
   1396.838252   10.499639  -1.000000   0.19637875  10.500003  -0.000364
   1396.839641   10.501020  -1.000000   0.19643190  10.500003   0.001017
   1396.841030   10.499610  -1.000000   0.19648505  10.500003  -0.000393
   1396.842419   10.500452  -1.000000   0.19653820  10.500003   0.000449
   1396.843808   10.498971  -1.000000   0.19659135  10.500003  -0.001032
   1396.845197   10.501578  -1.000000   0.19664450  10.500003   0.001575
   1396.846586   10.500366  -1.000000   0.19669766  10.500003   0.000362
   1396.847975   10.501884  -1.000000   0.19675081  10.500003   0.001881
   1396.849364   10.500774  -1.000000   0.19680396  10.500003   0.000771
   1396.850753   10.500672  -1.000000   0.19685711  10.500003   0.000669
   1396.852141   10.498588  -1.000000   0.19691026  10.500003  -0.001415
   1396.853530   10.498791  -1.000000   0.19696341  10.500003  -0.001212
   1396.854919   10.499910  -1.000000   0.19701656  10.500003  -0.000093
   1396.856308   10.499183  -1.000000   0.19706972  10.500003  -0.000821
   1396.857697   10.499786  -1.000000   0.19712287  10.500003  -0.000217
   1396.859086   10.500316  -1.000000   0.19717602  10.500003   0.000313
   1396.860475   10.501659  -1.000000   0.19722917  10.500003   0.001655
   1396.861864   10.498650  -1.000000   0.19728232  10.500003  -0.001353
   1396.863253   10.500052  -1.000000   0.19733547  10.500003   0.000049
   1396.864642   10.501094  -1.000000   0.19738862  10.500003   0.001091
   1396.866031   10.498969  -1.000000   0.19744177  10.500003  -0.001034
   1396.867420   10.502684  -1.000000   0.19749493  10.500003   0.002681
   1396.868808   10.498974  -1.000000   0.19754808  10.500003  -0.001029
   1396.870197   10.500399  -1.000000   0.19760123  10.500003   0.000396
   1396.871586   10.499705  -1.000000   0.19765438  10.500003  -0.000298
   1396.872975   10.497767  -1.000000   0.19770753  10.500003  -0.002236
   1396.874364   10.500010  -1.000000   0.19776068  10.500003   0.000007
   1396.875753   10.500602  -1.000000   0.19781383  10.500003   0.000599
   1396.877142   10.500975  -1.000000   0.19786698  10.500003   0.000971
   1396.878531   10.499529  -1.000000   0.19792014  10.500003  -0.000474
   1396.879920   10.501192  -1.000000   0.19797329  10.500003   0.001189
   1396.881309   10.499149  -1.000000   0.19802644  10.500003  -0.000854
   1396.882698   10.498771  -1.000000   0.19807959  10.500003  -0.001233
   1396.884086   10.498150  -1.000000   0.19813274  10.500003  -0.001853
   1396.885475   10.499477  -1.000000   0.19818589  10.500003  -0.000526
   1396.886864   10.499336  -1.000000   0.19823904  10.500003  -0.000668
   1396.888253   10.499885  -1.000000   0.19829220  10.500003  -0.000119
   1396.889642   10.500978  -1.000000   0.19834535  10.500003   0.000975
   1396.891031   10.501025  -1.000000   0.19839850  10.500003   0.001022
   1396.892420   10.499387  -1.000000   0.19845165  10.500003  -0.000617
   1396.893809   10.499358  -1.000000   0.19850480  10.500003  -0.000646
   1396.895198   10.499692  -1.000000   0.19855795  10.500003  -0.000312
   1396.896587   10.500206  -1.000000   0.19861110  10.500003   0.000202
   1396.897976   10.500493  -1.000000   0.19866425  10.500003   0.000490
   1396.899365   10.499426  -1.000000   0.19871741  10.500003  -0.000577
   1396.900753   10.501433  -1.000000   0.19877056  10.500003   0.001430
   1396.902142   10.500976  -1.000000   0.19882371  10.500003   0.000973
   1396.903531   10.500640  -1.000000   0.19887686  10.500003   0.000637
   1396.904920   10.498688  -1.000000   0.19893001  10.500003  -0.001315
   1396.906309   10.500543  -1.000000   0.19898316  10.500003   0.000540
   1396.907698   10.501452  -1.000000   0.19903631  10.500003   0.001449
   1396.909087   10.499783  -1.000000   0.19908946  10.500003  -0.000221
   1396.910476   10.498944  -1.000000   0.19914262  10.500003  -0.001060
   1396.911865   10.501551  -1.000000   0.19919577  10.500003   0.001548
   1396.913254   10.498768  -1.000000   0.19924892  10.500003  -0.001235
   1396.914643   10.500555  -1.000000   0.19930207  10.500003   0.000552
   1396.916032   10.499008  -1.000000   0.19935522  10.500003  -0.000995
   1396.917420   10.500336  -1.000000   0.19940837  10.500003   0.000333
   1396.918809   10.500299  -1.000000   0.19946152  10.500003   0.000295
   1396.920198   10.501630  -1.000000   0.19951468  10.500003   0.001627
   1396.921587   10.500384  -1.000000   0.19956783  10.500003   0.000380
   1396.922976   10.499592  -1.000000   0.19962098  10.500003  -0.000412
   1396.924365   10.500527  -1.000000   0.19967413  10.500003   0.000523
   1396.925754   10.500718  -1.000000   0.19972728  10.500003   0.000715
   1396.927143   10.498763  -1.000000   0.19978043  10.500003  -0.001240
   1396.928532   10.499216  -1.000000   0.19983358  10.500003  -0.000787
   1396.929921   10.501095  -1.000000   0.19988673  10.500003   0.001092
   1396.931310   10.499631  -1.000000   0.19993989  10.500003  -0.000373
   1396.932699   10.498690  -1.000000   0.19999304  10.500003  -0.001314
   1396.934087   10.500109  -1.000000   0.20004619  10.500003   0.000105
   1396.935476   10.499940  -1.000000   0.20009934  10.500003  -0.000063
   1396.936865   10.499248  -1.000000   0.20015249  10.500003  -0.000755
   1396.938254   10.499966  -1.000000   0.20020564  10.500003  -0.000037
   1396.939643   10.500377  -1.000000   0.20025879  10.500003   0.000373
   1396.941032   10.499583  -1.000000   0.20031194  10.500003  -0.000421
   1396.942421   10.499223  -1.000000   0.20036510  10.500003  -0.000780
   1396.943810   10.498717  -1.000000   0.20041825  10.500003  -0.001286
   1396.945199   10.498889  -1.000000   0.20047140  10.500003  -0.001114
   1396.946588   10.500693  -1.000000   0.20052455  10.500003   0.000689
   1396.947977   10.499447  -1.000000   0.20057770  10.500003  -0.000556
   1396.949366   10.499591  -1.000000   0.20063085  10.500003  -0.000412
   1396.950754   10.499950  -1.000000   0.20068400  10.500003  -0.000053
   1396.952143   10.500798  -1.000000   0.20073716  10.500003   0.000795
   1396.953532   10.499417  -1.000000   0.20079031  10.500003  -0.000586
   1396.954921   10.500837  -1.000000   0.20084346  10.500003   0.000834
   1396.956310   10.500514  -1.000000   0.20089661  10.500003   0.000511
   1396.957699   10.500347  -1.000000   0.20094976  10.500003   0.000344
   1396.959088   10.499804  -1.000000   0.20100291  10.500003  -0.000199
   1396.960477   10.500213  -1.000000   0.20105606  10.500003   0.000209
   1396.961866   10.499132  -1.000000   0.20110921  10.500003  -0.000872
   1396.963255   10.496834  -1.000000   0.20116237  10.500003  -0.003169
   1396.964644   10.500193  -1.000000   0.20121552  10.500003   0.000190
   1396.966033   10.500446  -1.000000   0.20126867  10.500003   0.000443
   1396.967421   10.499947  -1.000000   0.20132182  10.500003  -0.000056
   1396.968810   10.500367  -1.000000   0.20137497  10.500003   0.000364
   1396.970199   10.501734  -1.000000   0.20142812  10.500003   0.001730
   1396.971588   10.498446  -1.000000   0.20148127  10.500003  -0.001558
   1396.972977   10.499924  -1.000000   0.20153442  10.500003  -0.000079
   1396.974366   10.500544  -1.000000   0.20158758  10.500003   0.000541
   1396.975755   10.499045  -1.000000   0.20164073  10.500003  -0.000958
   1396.977144   10.498880  -1.000000   0.20169388  10.500003  -0.001124
   1396.978533   10.501103  -1.000000   0.20174703  10.500003   0.001100
   1396.979922   10.500877  -1.000000   0.20180018  10.500003   0.000874
   1396.981311   10.498374  -1.000000   0.20185333  10.500003  -0.001629
   1396.982699   10.500250  -1.000000   0.20190648  10.500003   0.000247
   1396.984088   10.500135  -1.000000   0.20195964  10.500003   0.000131
   1396.985477   10.500718  -1.000000   0.20201279  10.500003   0.000715
   1396.986866   10.501269  -1.000000   0.20206594  10.500003   0.001266
   1396.988255   10.499833  -1.000000   0.20211909  10.500003  -0.000170
   1396.989644   10.501567  -1.000000   0.20217224  10.500003   0.001564
   1396.991033   10.498098  -1.000000   0.20222539  10.500003  -0.001905
   1396.992422   10.498825  -1.000000   0.20227854  10.500003  -0.001178
   1396.993811   10.500372  -1.000000   0.20233169  10.500003   0.000369
   1396.995200   10.499320  -1.000000   0.20238485  10.500003  -0.000684
   1396.996589   10.500079  -1.000000   0.20243800  10.500003   0.000076
   1396.997978   10.500424  -1.000000   0.20249115  10.500003   0.000421
   1396.999366   10.498928  -1.000000   0.20254430  10.500003  -0.001076
   1397.000755   10.500897  -1.000000   0.20259745  10.500003   0.000894
   1397.002144   10.500273  -1.000000   0.20265060  10.500003   0.000270
   1397.003533   10.497983  -1.000000   0.20270375  10.500003  -0.002020
   1397.004922   10.499196  -1.000000   0.20275690  10.500003  -0.000808
   1397.006311   10.499951  -1.000000   0.20281006  10.500003  -0.000052
   1397.007700   10.499268  -1.000000   0.20286321  10.500003  -0.000736
   1397.009089   10.500633  -1.000000   0.20291636  10.500003   0.000629
   1397.010478   10.501498  -1.000000   0.20296951  10.500003   0.001494
   1397.011867   10.501011  -1.000000   0.20302266  10.500003   0.001008
   1397.013256   10.499202  -1.000000   0.20307581  10.500003  -0.000802
   1397.014645   10.499573  -1.000000   0.20312896  10.500003  -0.000430
   1397.016033   10.500036  -1.000000   0.20318212  10.500003   0.000033
   1397.020200   10.500385  -1.000000   0.20334157  10.500003   0.000381
   1397.021589   10.500077  -1.000000   0.20339472  10.500003   0.000074
   1397.022978   10.499524  -1.000000   0.20344787  10.500003  -0.000479
   1397.024367   10.500122  -1.000000   0.20350102  10.500003   0.000119
   1397.025756   10.499167  -1.000000   0.20355417  10.500003  -0.000836
   1397.027145   10.499195  -1.000000   0.20360733  10.500003  -0.000808
   1397.028534   10.501583  -1.000000   0.20366048  10.500003   0.001580
   1397.029923   10.500960  -1.000000   0.20371363  10.500003   0.000957
   1397.031312   10.498869  -1.000000   0.20376678  10.500003  -0.001135
   1397.032700   10.499263  -1.000000   0.20381993  10.500003  -0.000740
   1397.034089   10.499473  -1.000000   0.20387308  10.500003  -0.000530
   1397.035478   10.501104  -1.000000   0.20392623  10.500003   0.001100
   1397.036867   10.500601  -1.000000   0.20397938  10.500003   0.000598
   1397.038256   10.498991  -1.000000   0.20403254  10.500003  -0.001012
   1397.039645   10.499716  -1.000000   0.20408569  10.500003  -0.000287
   1397.041034   10.498503  -1.000000   0.20413884  10.500003  -0.001500
   1397.042423   10.502477  -1.000000   0.20419199  10.500003   0.002473
   1397.043812   10.499600  -1.000000   0.20424514  10.500003  -0.000403
   1397.045201   10.499467  -1.000000   0.20429829  10.500003  -0.000536
   1397.046590   10.502184  -1.000000   0.20435144  10.500003   0.002181
   1397.047979   10.501491  -1.000000   0.20440460  10.500003   0.001487
   1397.049367   10.497838  -1.000000   0.20445775  10.500003  -0.002165
   1397.050756   10.500063  -1.000000   0.20451090  10.500003   0.000060
   1397.052145   10.499405  -1.000000   0.20456405  10.500003  -0.000598
   1397.053534   10.498985  -1.000000   0.20461720  10.500003  -0.001019
   1397.054923   10.498997  -1.000000   0.20467035  10.500003  -0.001006
   1397.056312   10.501293  -1.000000   0.20472350  10.500003   0.001290
   1397.057701   10.500967  -1.000000   0.20477665  10.500003   0.000963
   1397.059090   10.500465  -1.000000   0.20482981  10.500003   0.000462
   1397.060479   10.498795  -1.000000   0.20488296  10.500003  -0.001208
   1397.061868   10.497560  -1.000000   0.20493611  10.500003  -0.002444
   1397.063257   10.499320  -1.000000   0.20498926  10.500003  -0.000684
   1397.064646   10.499386  -1.000000   0.20504241  10.500003  -0.000618
   1397.066034   10.500187  -1.000000   0.20509556  10.500003   0.000183
   1397.067423   10.500328  -1.000000   0.20514871  10.500003   0.000325
   1397.068812   10.500152  -1.000000   0.20520186  10.500003   0.000148
   1397.070201   10.501330  -1.000000   0.20525502  10.500003   0.001326
   1397.071590   10.500541  -1.000000   0.20530817  10.500003   0.000537
   1397.072979   10.497152  -1.000000   0.20536132  10.500003  -0.002851
   1397.074368   10.500019  -1.000000   0.20541447  10.500003   0.000016
   1397.075757   10.499102  -1.000000   0.20546762  10.500003  -0.000902
   1397.077146   10.500494  -1.000000   0.20552077  10.500003   0.000490
   1397.078535   10.501102  -1.000000   0.20557392  10.500003   0.001099
   1397.079924   10.501657  -1.000000   0.20562708  10.500003   0.001654
   1397.081312   10.496772  -1.000000   0.20568023  10.500003  -0.003231
   1397.082701   10.499385  -1.000000   0.20573338  10.500003  -0.000618
   1397.084090   10.499739  -1.000000   0.20578653  10.500003  -0.000264
   1397.085479   10.499280  -1.000000   0.20583968  10.500003  -0.000723
   1397.086868   10.499381  -1.000000   0.20589283  10.500003  -0.000623
   1397.088257   10.499147  -1.000000   0.20594598  10.500003  -0.000856
   1397.089646   10.499836  -1.000000   0.20599913  10.500003  -0.000167
   1397.091035   10.499277  -1.000000   0.20605229  10.500003  -0.000726
   1397.092424   10.499617  -1.000000   0.20610544  10.500003  -0.000387
   1397.093813   10.500773  -1.000000   0.20615859  10.500003   0.000770
   1397.095202   10.497343  -1.000000   0.20621174  10.500003  -0.002661
   1397.096591   10.499340  -1.000000   0.20626489  10.500003  -0.000663
   1397.097979   10.499526  -1.000000   0.20631804  10.500003  -0.000477
   1397.099368   10.499443  -1.000000   0.20637119  10.500003  -0.000561
   1397.100757   10.498816  -1.000000   0.20642435  10.500003  -0.001188
   1397.102146   10.498469  -1.000000   0.20647750  10.500003  -0.001535
   1397.103535   10.501036  -1.000000   0.20653065  10.500003   0.001032
   1397.104924   10.500309  -1.000000   0.20658380  10.500003   0.000306
   1397.106313   10.500947  -1.000000   0.20663695  10.500003   0.000943
   1397.107702   10.500195  -1.000000   0.20669010  10.500003   0.000191
   1397.109091   10.499693  -1.000000   0.20674325  10.500003  -0.000310
   1397.110480   10.500833  -1.000000   0.20679640  10.500003   0.000830
   1397.111869   10.499870  -1.000000   0.20684956  10.500003  -0.000133
   1397.113258   10.501024  -1.000000   0.20690271  10.500003   0.001021
   1397.114646   10.501248  -1.000000   0.20695586  10.500003   0.001245
   1397.116035   10.500038  -1.000000   0.20700901  10.500003   0.000035
   1397.117424   10.499470  -1.000000   0.20706216  10.500003  -0.000533
   1397.118813   10.499204  -1.000000   0.20711531  10.500003  -0.000800
   1397.120202   10.498994  -1.000000   0.20716846  10.500003  -0.001009
   1397.121591   10.499344  -1.000000   0.20722161  10.500003  -0.000659
   1397.122980   10.499540  -1.000000   0.20727477  10.500003  -0.000464
   1397.124369   10.502317  -1.000000   0.20732792  10.500003   0.002314
   1397.125758   10.498522  -1.000000   0.20738107  10.500003  -0.001481
   1397.127147   10.500679  -1.000000   0.20743422  10.500003   0.000676
   1397.128536   10.498021  -1.000000   0.20748737  10.500003  -0.001982
   1397.129925   10.497338  -1.000000   0.20754052  10.500003  -0.002665
   1397.131313   10.501074  -1.000000   0.20759367  10.500003   0.001070
   1397.132702   10.500473  -1.000000   0.20764683  10.500003   0.000470
   1397.134091   10.498873  -1.000000   0.20769998  10.500003  -0.001130
   1397.135480   10.499171  -1.000000   0.20775313  10.500003  -0.000832
   1397.136869   10.498857  -1.000000   0.20780628  10.500003  -0.001147
   1397.138258   10.500143  -1.000000   0.20785943  10.500003   0.000140
   1397.139647   10.499460  -1.000000   0.20791258  10.500003  -0.000543
   1397.141036   10.501894  -1.000000   0.20796573  10.500003   0.001891
   1397.142425   10.500842  -1.000000   0.20801888  10.500003   0.000839
   1397.143814   10.501503  -1.000000   0.20807204  10.500003   0.001500
   1397.145203   10.500877  -1.000000   0.20812519  10.500003   0.000874
   1397.146592   10.500098  -1.000000   0.20817834  10.500003   0.000095
   1397.147980   10.499280  -1.000000   0.20823149  10.500003  -0.000723
   1397.149369   10.502458  -1.000000   0.20828464  10.500003   0.002455
   1397.150758   10.501584  -1.000000   0.20833779  10.500003   0.001581
   1397.152147   10.500831  -1.000000   0.20839094  10.500003   0.000828
   1397.153536   10.500113  -1.000000   0.20844410  10.500003   0.000110
   1397.154925   10.498543  -1.000000   0.20849725  10.500003  -0.001460
   1397.156314   10.502048  -1.000000   0.20855040  10.500003   0.002045
   1397.157703   10.499510  -1.000000   0.20860355  10.500003  -0.000494
   1397.159092   10.500114  -1.000000   0.20865670  10.500003   0.000110
   1397.160481   10.499759  -1.000000   0.20870985  10.500003  -0.000244
   1397.161870   10.500488  -1.000000   0.20876300  10.500003   0.000484
   1397.163259   10.499566  -1.000000   0.20881615  10.500003  -0.000437
   1397.164647   10.498557  -1.000000   0.20886931  10.500003  -0.001446
   1397.166036   10.498145  -1.000000   0.20892246  10.500003  -0.001858
   1397.167425   10.499131  -1.000000   0.20897561  10.500003  -0.000872
   1397.168814   10.498722  -1.000000   0.20902876  10.500003  -0.001281
   1397.170203   10.501169  -1.000000   0.20908191  10.500003   0.001166
   1397.171592   10.499517  -1.000000   0.20913506  10.500003  -0.000486
   1397.172981   10.500864  -1.000000   0.20918821  10.500003   0.000860
   1397.174370   10.500890  -1.000000   0.20924136  10.500003   0.000886
   1397.175759   10.497999  -1.000000   0.20929452  10.500003  -0.002005
   1397.177148   10.499738  -1.000000   0.20934767  10.500003  -0.000265
   1397.178537   10.500860  -1.000000   0.20940082  10.500003   0.000856
   1397.179926   10.498574  -1.000000   0.20945397  10.500003  -0.001429
   1397.181314   10.499049  -1.000000   0.20950712  10.500003  -0.000954
   1397.182703   10.500554  -1.000000   0.20956027  10.500003   0.000551
   1397.184092   10.500067  -1.000000   0.20961342  10.500003   0.000063
   1397.185481   10.502418  -1.000000   0.20966658  10.500003   0.002415
   1397.186870   10.501318  -1.000000   0.20971973  10.500003   0.001314
   1397.188259   10.500996  -1.000000   0.20977288  10.500003   0.000993
   1397.189648   10.500608  -1.000000   0.20982603  10.500003   0.000604
   1397.191037   10.498468  -1.000000   0.20987918  10.500003  -0.001535
   1397.192426   10.500317  -1.000000   0.20993233  10.500003   0.000314
   1397.193815   10.499896  -1.000000   0.20998548  10.500003  -0.000108
   1397.195204   10.498565  -1.000000   0.21003863  10.500003  -0.001438
   1397.196592   10.500159  -1.000000   0.21009179  10.500003   0.000156
   1397.197981   10.500748  -1.000000   0.21014494  10.500003   0.000744
   1397.199370   10.499455  -1.000000   0.21019809  10.500003  -0.000549
   1397.200759   10.498986  -1.000000   0.21025124  10.500003  -0.001018
   1397.202148   10.500164  -1.000000   0.21030439  10.500003   0.000161
   1397.203537   10.498893  -1.000000   0.21035754  10.500003  -0.001110
   1397.204926   10.500959  -1.000000   0.21041069  10.500003   0.000956
   1397.206315   10.500657  -1.000000   0.21046385  10.500003   0.000654
   1397.207704   10.500051  -1.000000   0.21051700  10.500003   0.000048
   1397.209093   10.501379  -1.000000   0.21057015  10.500003   0.001376
   1397.210482   10.497774  -1.000000   0.21062330  10.500003  -0.002229
   1397.211871   10.500529  -1.000000   0.21067645  10.500003   0.000526
